Record #,ID,DOI,Strain,Titer,Product,Type,Substrate,Comment
1420,1311,10.1002/jctb.5409,Klebsiella oxytoca,74.7 g L-1,"2,3-butanediol",Alcohol,glucose,
1422,1313,10.1016/j.coal.2017.11.020,NULL,NULL,NULL,NULL,,
1425,1316,10.1007/s10661-018-6462-4,NULL,NULL,NULL,NULL,,
1428,1319,10.1007/s00253-017-8694-6,NULL,NULL,NULL,NULL,,
1429,1320,10.1016/j.enzmictec.2017.09.012,Escherichia coli,0.73 g/L,acetaldehyde,Other,glucose,
1430,1321,10.1016/j.carbpol.2017.09.033,NULL,NULL,NULL,NULL,,
50469,1325,10.1038/s41467-018-02883-z,NULL,NULL,NULL,NULL,glucose,
1434,1325,10.1038/s41467-018-02883-z,-,-,-,-,,
1436,1327,10.1002/jsfa.8482,NULL,NULL,NULL,NULL,,
1440,1331,10.1186/s12896-018-0418-1,Escherichia coli,72.9 g/L,L-phenylalanine,Amino Acid,glucose,
1446,1337,10.1016/j.nbt.2017.07.012,Bacillus aryabhattai,147.1 mg/L,vanillin,Other,ferulic acid,
1448,1339,10.1186/s13068-018-1024-0,Clostridium acetobutylicum,10.51 g/L,butanol,Alcohol,NULL,
1455,1339,10.1186/s13068-018-1024-0,Clostridium acetobutylicum,6.02 g/L,isopropanol,Alcohol,NULL,
1462,1339,10.1186/s13068-018-1024-0,Clostridium acetobutylicum,1.24 g/L,ethanol,Alcohol,NULL,
1469,1346,10.1016/j.jbiotec.2017.11.006,Corynebacterium glutamicum,12 mg L-1,resveratrol,Polyketide,glucose,
1502,1379,10.1186/s40643-018-0189-5,Escherichia coli,8.97 g/L,"2,3-butanediol",Alcohol,glycerol,
1512,1389,10.1080/09168451.2018.1497942,Escherichia coli,2.3 g/L,prunasin,Other,NULL,
1521,1398,10.1111/1751-7915.12879,Corynebacterium glutamicum,0.53 g/L,isobutanol,Alcohol,xylose and arabinose,
1536,1413,10.1007/s00449-017-1845-4,NULL,NULL,NULL,NULL,,
1537,1414,10.1016/j.biortech.2017.09.167,Corynebacterium glutamicum,48 g/L,L-lysine,Amino Acid,glucose,
1539,1414,10.1016/j.biortech.2017.09.167,Corynebacterium glutamicum,10 mg/L,astaxanthin,Isoprenoid,glucose,
1541,1416,10.1016/j.bjm.2016.11.014,Candida tropicalis,6 g L-1,ethanol,Alcohol,xylose,
1550,1416,10.1016/j.bjm.2016.11.014,Candida tropicalis,22 g L-1,xylitol.,Alcohol,xylose,
1559,1425,10.1111/jfpp.13405,Saccharomyces cerevisiae,534.10 mg/L,gamma-aminobutyric acid,Special AA,NULL,
1560,1426,10.1007/s10295-017-1991-3,Escherichia coli,17.83 g/L,malate,Acid,glucose,
1594,1460,10.1080/15320383.2018.1470605,NULL,NULL,NULL,NULL,,
1601,1467,10.1080/21655979.2018.1478489,Escherichia coli,72 g/L,ethylene glycol,Alcohol,xylose,
1602,1468,10.1021/acssynbio.8b00215,Escherichia coli,1.7 g/L,octanoic acid,Acid,NULL,
1611,1477,10.1002/jctb.5338,Escherichia coli,0.98g L-1,gamma-aminobutyric acid,Special AA,glycerol,
1624,1490,10.1016/j.ymben.2017.12.008,Saccharomyces cerevisiae,17 mg/L,betalain,Other,glucose,
1631,1497,10.1016/j.ymben.2017.12.006,Escherichia coli,1035.75 mg/L,pyrogallol,Other,NULL,
1632,1498,10.1016/j.ymben.2017.12.010,NULL,NULL,NULL,NULL,,
1635,1501,10.1021/acssynbio.7b00271,Unspecified,602 mg/L,glutaric acid,Acid,xylose,
1637,1503,10.1016/j.procbio.2017.10.004,Y. lipolytica,5 g/L,3-hydroxy-gamma-decalactone,Other,NULL,
1651,1517,10.1016/j.bej.2017.09.012,NULL,NULL,NULL,NULL,,
50470,1521,10.1016/j.bej.2017.09.018,,,,,acetate,
1655,1521,10.1016/j.bej.2017.09.018,-,-,-,-,,
1663,1529,10.1021/acs.jafc.7b03625,Synechococcus elongatus,4.6 mg/L,farnesene,Isoprenoid,carbon dioxide,
1667,1533,10.3390/microorganisms5040067,Aspergillus niger,1.3 g/L,canolol,Other,rapeseed,
1669,1535,10.1016/j.synbio.2017.11.005,Actinoplanes sp,3.18 g/L,acarbose,Other,NULL,
1671,1537,10.1002/bit.26393,Clostridium acetobutylicum,0.2 g/L,riboflavin,Other,xylose,
1675,1541,10.1016/j.algal.2017.10.021,NULL,NULL,NULL,NULL,,
1686,1552,10.1007/s12155-017-9865-0,Yarrowia lipolytica,49.7 g/L,lipid,Other,lignocellulosic hydrolysate,
1690,1556,10.1016/j.biortech.2017.05.100,NULL,NULL,NULL,NULL,,
1694,1560,10.1016/j.biortech.2017.05.131,Corynebacterium glutamicum,39.93 g/L,5-aminovaleric acid,Special AA,glucose,
1695,1561,10.1016/j.biortech.2017.04.108,Corynebacterium glutamicum,5.1 g L-1,5-aminovaleric acid,Special AA,NULL,
1698,1564,10.1007/s12088-017-0676-y,Bacillus species,2725 mg/L,polyhydroxyalkanoate,Polymer,glycerol,
1702,1568,10.1016/j.biortech.2017.06.089,Mortierella alpina,2.76 g/L,oleic acid,Acid,NULL,
1703,1568,10.1016/j.biortech.2017.06.089,Mortierella alpina,1.44 g/L,linoleic acid,Acid,NULL,
1704,1569,10.1016/j.biortech.2017.06.043,Saccharomyces cerevisiae,26.57 mg/L,kaempferol,Alkaloid,glucose,
1706,1569,10.1016/j.biortech.2017.06.043,Saccharomyces cerevisiae,20.38 mg/L,quercitrin,Alkaloid,glucose,
1708,1571,10.1002/bit.26434,NULL,NULL,NULL,NULL,,
1715,1578,10.1021/acssynbio.7b00249,Streptomyces reveromyceticus,212 mg/L,botryococcene,Isoprenoid,NULL,
50471,1581,10.1016/j.jplph.2017.09.004,,,,,sucrose,
1718,1581,10.1016/j.jplph.2017.09.004,-,-,-,-,,
1726,1589,10.1016/j.biortech.2017.09.024,NULL,NULL,NULL,NULL,,
1727,1590,10.1016/j.biortech.2017.09.017,Escherichia coli,0.38 g/L,"3,4-dihydroxybutytic acid",Acid,glucose and xylose,
1732,1595,10.1016/j.biortech.2017.08.131,Escherichia coli,29.9 g L-1,acetoin,Other,lignocellulosic hydrolysate,
1733,1596,10.1016/j.biortech.2017.09.063,Bacillus subtilis,35.12 g/L,GlcNAc,Other,NULL,
1749,1612,10.1016/j.ijhydene.2017.06.184,NULL,NULL,NULL,NULL,,
1750,1613,10.1038/s41598-017-15005-4,Saccharomyces cerevisiae,1315.44 mg/L,geranylgeraniol,Isoprenoid,NULL,
1760,1623,10.1002/biot.201700484,Actinosynnema pretiosum,246 mg/L,ansamitocin P-3,Polyketide,L-valine,
1761,1624,10.1002/biot.201700321,Streptomyces hygroscopicus,1450 mg L-1,geldanamycin,Other,NULL,
1764,1627,10.1002/bit.26377,Saccharomyces cerevisiae,182mg/L,betulinic acid,Isoprenoid,ethanol,
1766,1629,10.1002/bit.26374,NULL,NULL,NULL,NULL,,
1776,1639,10.1016/j.ijbiomac.2017.03.138,NULL,NULL,NULL,NULL,,
1778,1641,10.1002/btpr.2546,NULL,NULL,NULL,NULL,,
1783,1646,10.1002/jobm.201700296,NULL,NULL,NULL,NULL,,
1787,1650,10.1016/j.ymben.2017.09.011,NULL,NULL,NULL,NULL,,
1789,1652,10.1016/j.ymben.2017.10.003,Basfia succiniciproducens,71 g L-1,succinate,Acid,sucrose,
1790,1653,10.1016/j.ymben.2017.10.002,S. cerevisiae,4 g L-1,"1,2-propanediol",Alcohol,glycerol,
1791,1654,10.1016/j.ymben.2017.11.001,Unspecified,4.7 g/L,medium chain fatty acid,Acid,NULL,
1792,1655,10.1016/j.ijbiomac.2017.06.053,NULL,NULL,NULL,NULL,,
1797,1660,10.1002/bit.26364,Escherichia coli,1266.39mg/L,gallic acid,Acid,glucose,
1800,1663,10.1016/j.biortech.2017.06.058,Escherichia coli,8.74 g/L,farnesene,Isoprenoid,NULL,
1801,1664,10.1016/j.biortech.2017.06.146,Yarrowia lipolytica,85 g/L,citric acid,Acid,glucose,
1802,1665,10.1016/j.biortech.2017.07.031,NULL,NULL,NULL,NULL,,
1803,1666,10.1016/j.enzmictec.2017.07.009,Enterobacter aerogenes,71.7 g/L,acetoin,Other,glucose,
1807,1670,10.1016/j.biortech.2017.08.099,Klebsiella pneumoniae,21 g/L,"1,3-propanediol",Alcohol,glycerol,
1811,1670,10.1016/j.biortech.2017.08.099,Klebsiella pneumoniae,43 g/L,3-hydroxypropionic acid,Acid,glycerol,
1815,1674,10.1016/j.cels.2017.08.016,Escherichia coli,42.3 g/L,putrescine,Other,NULL,
1822,1674,10.1016/j.cels.2017.08.016,Escherichia coli,33.8 g/L,L-proline,Amino Acid,NULL,
1821,1680,10.1016/j.jhazmat.2017.07.013,-,-,-,-,,
1828,1680,10.1016/j.jhazmat.2017.07.013,-,-,-,-,,
50472,1680,10.1016/j.jhazmat.2017.07.013,Rhodosporidium kratochvilovae,,phenol,Other,,
1829,1681,10.1016/j.bej.2017.06.011,Pichia stipitis,1.52 g/L,itaconate,Acid,xylose,
1830,1682,10.1186/s13068-017-0920-z,Bacillus licheniformis,121.9 g/L,lactic acid,Acid,lignocellulosic hydrolysate,
1838,1690,10.1021/acs.est.7b02346,NULL,NULL,NULL,NULL,,
50473,1709,10.1111/lam.12785,Bacillus thuringiensis,,,,,
1857,1709,10.1111/lam.12785,-,-,-,-,,
1863,1715,10.1021/acssynbio.7b00136,Escherichia coli,0.42 g/L,glutarate,Acid,glucose,
1864,1716,10.1002/etc.3827,NULL,NULL,NULL,NULL,,
1870,1722,10.1007/s00253-017-8470-7,Cupriavidus necator,113 g/L,polyhydroxyalkanoate,Polymer,sucrose,
1872,1724,10.1007/s00253-017-8488-x,Serratia marcescens,1.13 g/L,"2,3-butanediol",Alcohol,NULL,
1873,1725,10.1007/s00253-017-8494-z,NULL,NULL,NULL,NULL,,
1875,1727,10.1002/jctb.5298,E. coli,21 g/L,PHB,Polymer,glucose and xylose,
1876,1728,10.1016/j.renene.2017.04.018,Y. lipolytica,45 g/L,lipid,Other,lignocellulosic hydrolysate,
1889,1741,10.1016/j.jbiotec.2017.01.006,Corynebacterium glutamicum,23 mg/L,kaempferol,Alkaloid,coumaric acid,
1902,1741,10.1016/j.jbiotec.2017.01.006,Corynebacterium glutamicum,10 mg/L,quercetin,Alkaloid,coumaric acid,
1915,1754,10.1186/s13068-017-0887-9,Saccharomyces cerevisiae,61 g L-1,ethanol,Alcohol,xylose,
1924,1763,10.1002/bit.26324,Brevibacterium flavum,5362 mg/L,isobutanol,Alcohol,glucose,
1925,1763,10.1002/bit.26324,Brevibacterium flavum,1945 mg/L,2-methyl-1-butanol,Alcohol,glucose,
1926,1763,10.1002/bit.26324,Brevibacterium flavum,785.34 mg/L,3-methyl-1-butanol,Alcohol,glucose,
1927,1764,10.1002/bit.26319,Escherichia coli,11.29 g/L,pinoresinol,Other,NULL,
1928,1765,10.1002/bit.26330,Saccharomyces cerevisiae,60.3 g/L,D-lactic acid,Acid,NULL,
1929,1766,10.1007/s12257-017-0086-3,Escherichia coli,68.66 g/L,succinic acid,Acid,NULL,
1930,1767,10.1007/s12257-016-0375-2,Klebsiella pneumoniae,17.27 g/L,"1,3-propanediol",Alcohol,glucose,
1953,1790,10.1016/j.biortech.2017.03.059,NULL,NULL,NULL,NULL,,
1963,1800,10.1016/j.algal.2017.07.003,NULL,NULL,NULL,NULL,,
1965,1802,10.1002/ejlt.201600507,NULL,NULL,NULL,NULL,,
1970,1807,10.1002/bit.26317,NULL,NULL,NULL,NULL,,
1995,1832,10.1002/bit.26296,Escherichia coli,653mg/L,"1,8-cineole",Isoprenoid,glucose,
1998,1832,10.1002/bit.26296,Escherichia coli,505mg/L,linalool,Isoprenoid,glucose,
2001,1835,10.1002/jctb.5226,NULL,NULL,NULL,NULL,,
2013,1847,10.1007/s00449-017-1785-z,Saccharomyces cerevisiae,2.9 g/L,hydroxybenzoic acid,Acid,glucose,
50474,1855,10.1007/s10529-017-2340-3,NULL,NULL,,NULL,,
2021,1855,10.1007/s10529-017-2340-3,-,-,-,-,,
2024,1858,10.1007/s13213-017-1289-8,Escherichia coli,17.14 g/L,L-tryptophan,Amino Acid,glucose,
2029,1863,10.1007/s12010-017-2410-y,NULL,NULL,NULL,NULL,,
2040,1874,10.1016/j.enzmictec.2017.05.003,NULL,NULL,NULL,NULL,,
2053,1887,10.1016/j.bej.2017.03.017,NULL,NULL,NULL,NULL,,
2054,1888,10.1186/s12934-017-0739-0,NULL,NULL,NULL,NULL,,
2057,1891,10.1186/s13068-017-0864-3,NULL,NULL,NULL,NULL,,
2060,1894,10.1186/s12934-017-0733-6,Yarrowia lipolytica,54 g/L,erythritol,Alcohol,NULL,
2070,1904,10.1002/bit.26285,Yarrowia lipolytica,72.7g/L,lipid,Other,NULL,
2071,1905,10.1002/biot.201600646,Corynebacterium glutamicum,14.4 g L-1,L-pipecolic acid,Special AA,glucose and sucrose,
2073,1907,10.1002/btpr.2486,Saccharomyces cerevisiae,62.1 g/L,ethanol,Alcohol,cellulose,
2077,1911,10.1007/s00449-017-1769-z,NULL,NULL,NULL,NULL,,
2081,1915,10.1002/bab.1514,NULL,NULL,NULL,NULL,,
2085,1919,10.1016/j.algal.2017.05.013,Synechocystis sp,232 mg L-1,PHB,Polymer,carbon dioxide,
2086,1920,10.1016/j.algal.2017.04.032,NULL,NULL,NULL,NULL,,
2087,1921,10.1007/s10529-017-2322-5,-,-,-,-,,
50475,1921,10.1007/s10529-017-2322-5,Saccharomyces cerevisiae,21.3 mg l(-1),coumaric acid,Acid,,
2089,1923,10.1007/s10529-017-2331-4,-,-,-,-,,
50476,1923,10.1007/s10529-017-2331-4,Yarrowia lipolytica,942 mg/l,campesterol,Isoprenoid,,
2090,1924,10.1007/s12161-017-0812-7,NULL,NULL,NULL,NULL,,
2097,1931,10.1016/j.ymben.2017.06.001,Escherichia coli,4.19 g/L,arbutin,Other,glucose,
50477,1932,10.1016/j.ymben.2017.05.005,Monascus ruber,190 g/l,lactic acid,Acid,,
2098,1932,10.1016/j.ymben.2017.05.005,-,-,-,-,,
2099,1933,10.1016/j.ymben.2017.06.004,Saccharomyces cerevisiae,6.0 g/L,fatty alcohol,Alcohol,glucose,
2100,1934,10.1016/j.ymben.2017.06.007,Yarrowia lipolytica,110.7 g/L,succinic acid,Acid,glycerol,
2101,1935,10.1016/j.ymben.2017.06.008,Saccharomyces cerevisiae,2.7 g L-1,muconic acid,Acid,NULL,
2106,1940,10.1016/j.biortech.2017.03.049,NULL,NULL,NULL,NULL,,
2107,1941,10.1007/s00253-017-8270-0,NULL,NULL,NULL,NULL,,
2112,1946,10.1007/s10295-017-1937-9,Unspecified,304.5 mg/L,resveratrol,Polyketide,NULL,
2116,1950,10.1016/j.procbio.2017.04.015,Bacillus sp,8.69 g/L,diacetyl,Other,NULL,
2120,1954,10.1016/j.enzmictec.2017.03.007,NULL,NULL,NULL,NULL,,
2123,1957,10.1186/s13068-017-0856-3,Corynebacterium glutamicum,66.43 g/L,l-proline,Amino Acid,glucose,
2128,1962,10.1186/s12934-017-0729-2,Escherichia coli,54.1 g/L,citramalate,Acid,glucose,
2132,1966,10.1371/journal.pone.0179240,Escherichia colt,55.12 g/L,L-tryptophan,Amino Acid,glucose,
2141,1975,10.1186/s12864-017-3816-1,NULL,NULL,NULL,NULL,,
50478,1981,10.1186/s12896-017-0369-y,Escherichia coli,40 g/l,ethanol,Alcohol,,
2147,1981,10.1186/s12896-017-0369-y,-,-,-,-,,
2163,1997,10.1111/1750-3841.13736,NULL,NULL,NULL,NULL,,
2165,1999,10.1002/jsfa.8053,NULL,NULL,NULL,NULL,,
2167,2001,10.1016/j.meteno.2017.01.002,Ustilago trichophora,20gL-1,malate,Acid,glycerol,
2172,2006,10.1002/jctb.5122,Gluconobacter oxydans,40 g L-1,2-furoic acid,Acid,furfural,
2173,2007,10.1002/jctb.5132,Unspecified,6.2 g L-1,isobutyrate,Acid,"acetate, butyrate, methanol",
2174,2008,10.1021/acssynbio.6b00330,Streptomyces spp,1460 mu g/L,spinosad,Other,NULL,
2175,2009,10.1021/acssynbio.6b00387,NULL,NULL,NULL,NULL,,
50479,2019,10.1007/s10529-017-2314-5,Streptomyces mobaraensis,77.4 g l(-1),alpha-ketoglutaric acid,Acid,,
2185,2019,10.1007/s10529-017-2314-5,-,-,-,-,,-
2192,2026,10.1016/j.engfailanal.2016.11.004,NULL,NULL,NULL,NULL,,
2200,2034,10.1007/s12010-016-2356-5,NULL,NULL,NULL,NULL,,
2202,2034,10.1007/s12010-016-2356-5,NULL,NULL,NULL,NULL,,
50480,2035,10.1515/bot-2016-0077,Aspergillus versicolor,,,,,
2201,2035,10.1515/bot-2016-0077,-,-,-,-,,-
2203,2035,10.1515/bot-2016-0077,-,-,-,-,,-
6406,2036,10.1016/j.envpol.2016.10.106,NULL,NULL,NULL,NULL,,
2204,2037,10.1007/s11240-017-1190-y,NULL,NULL,NULL,NULL,,
2209,2042,10.1021/acs.jafc.7b00519,Yarrowia lipolytica,87.9 g/L,succinic acid,Acid,glucose,
50481,2043,10.1038/ncomms15526,,,,,glucose,
2210,2043,10.1038/ncomms15526,-,-,-,-,,-
2215,2048,10.1186/s12934-017-0700-2,Escherichia coli,5.6 g/L,salvianic acid,Acid,glucose,
2220,2053,10.1016/j.jbiotec.2017.03.026,Escherichia coli,43 g/L,itaconate,Acid,glycerol,
2223,2056,10.1038/s41598-017-01700-9,Escherichia coli,281 mg/L,pinosylvin,Polyketide,glucose,
2228,2061,10.1002/bit.26223,Streptomyces hygroscopicus,610 mg/L,ascomycin,Other,NULL,
2235,2068,10.1016/j.ibiod.2017.02.001,NULL,NULL,NULL,NULL,,
2248,2081,10.1016/j.ymben.2017.03.005,Saccharomyces cerevisiae,1.68 g/L,geraniol,Isoprenoid,NULL,
2249,2082,10.1016/j.ymben.2017.03.009,Klebsiella oxytoca,70 g/L,"1,3-propanediol",Alcohol,glycerol,
2250,2082,10.1016/j.ymben.2017.03.009,Klebsiella oxytoca,100 g/L,lactic acid,Acid,glycerol,
2251,2083,10.1016/j.ymben.2017.03.012,Unspecified,3.8 g/L,medium-chain fatty acid,Acid,NULL,
2256,2088,10.1007/s10532-017-9783-z,NULL,NULL,NULL,NULL,,
2260,2092,10.1007/s11274-017-2256-z,NULL,NULL,NULL,NULL,,
2265,2097,10.1007/s00253-017-8162-3,Escherichia coli,3.95 g/L,gamma-aminobutyric acid,Special AA,xylose,
50482,2098,10.1016/j.enzmictec.2017.02.006,Saccharomyces cerevisiae,47.18 mg/l,astaxanthin,Isoprenoid,,
2266,2098,10.1016/j.enzmictec.2017.02.006,-,-,-,-,,-
2268,2100,10.1007/s00253-017-8200-1,Clostridium tyrobutyricum,18.8 g/L,butanol,Alcohol,sucrose,
2271,2103,10.1186/s13068-017-0791-3,NULL,NULL,NULL,NULL,,
2274,2106,10.1186/s12896-017-0354-5,E. coli,4.95 g/L,propionate,Acid,glucose,
2276,2108,10.1038/s41598-017-00228-2,NULL,NULL,NULL,NULL,,
2289,2121,10.1002/bit.26197,Bacillus subtilis,9.74g/L,surfactin,Other,sucrose,
2291,2123,10.1002/bit.26211,Corynebacterium glutamicum,63.2 g/L,gamma-aminobutyric acid,Special AA,glucose,
2295,2127,10.1002/clen.201600045,NULL,NULL,NULL,NULL,,
2312,2144,10.1007/s00449-016-1720-8,Escherichia coli,32.01 g L-1,succinic acid,Acid,glucose,
2321,2153,10.1007/s11240-016-1155-6,NULL,NULL,NULL,NULL,,
2322,2154,10.1002/biot.201600697,E. coli,61.9 mu g/L,taxadiene,Isoprenoid,NULL,
2325,2157,10.1038/s41598-017-00580-3,NULL,NULL,NULL,NULL,,
2334,2166,10.1021/acs.jafc.7b00076,Escherichia coli,258.5 mg/L,rosin,Other,glucose,
2338,2170,10.7554/eLife.23001,Saccharomyces cerevisiae,40 mg/L,forskolin,Isoprenoid,glucose,
2346,2178,10.1128/AEM.03222-16,-,-,-,-,,-
50483,2178,10.1128/AEM.03222-16,Aspergillus niger,4.92 g/l,itaconic acid,Acid,,
2350,2182,10.1021/acssynbio.6b00291,Corynebacterium glutamicum,5 mg/L,resveratrol,Polyketide,NULL,
2352,2184,10.1002/bit.26194,NULL,NULL,NULL,NULL,,
2356,2188,10.1007/s10295-016-1888-6,Escherichia coli,3.32 g/L,fatty acid,Acid,lignocellulosic hydrolysate,
2373,2205,10.3136/fstr.23.349,Bacillus amyloliquefaciens,1140 mg/L,1-deoxynojirymicin,Other,lactose,
2376,2208,10.1016/j.jes.2016.01.033,NULL,NULL,NULL,NULL,,
2383,2215,10.1016/j.biortech.2016.12.093,Nannochloropsis oculata,279 mg/L,lipid,Other,acetate,
2397,2229,10.1016/j.ymben.2017.01.004,Streptomyces pristinaespiralis,2 g/L,pristinamycin,Other,NULL,
2402,2234,10.1016/j.ymben.2017.02.004,Corynebacterium glutamicum,152.2 g/L,succinate,Acid,glucose,
2404,2236,10.1016/j.procbio.2016.12.026,Vitis amurensis,69.7 mg L-1,resveratrol,Polyketide,NULL,
2407,2239,10.1007/s12010-016-2276-4,Actinosynnema pretiosum,70 mg/L,ansamitocin P-3,Polyketide,NULL,
2410,2242,10.1038/nbt.3796,Escherichia coli,0.8 g/L,glucaric acid,Acid,NULL,
2419,2251,10.1016/j.jbiotec.2017.01.009,Escherichia coli,9.58 g/L,3-hydroxybutyrate,Acid,glucose,
2427,2259,10.1021/acs.jafc.7b00002,Synechococcus elongatus,10 mg/L,fatty acid ethyl ester,Other,carbon dioxide,
2428,2260,10.1016/j.jhazmat.2016.10.052,NULL,NULL,NULL,NULL,,
2439,2271,10.1002/bit.26077,Clostridium acetobutylicum,16.9g/L,butanol,Alcohol,NULL,
2443,2275,10.1002/jssc.201600922,NULL,NULL,NULL,NULL,,
2462,2294,10.1038/nbt.3763,Yarrowia lipolytica,98 g/L,lipid,Other,glucose,
2463,2295,10.1021/acs.jafc.6b04442,Lactobacillus brevis,43.65 g/L,gamma-aminobutyric acid,Special AA,NULL,
2465,2297,10.1016/j.funbio.2016.11.003,Phomopsis sp,2.10 g L-1,"limonene-1,2-diol",Isoprenoid,NULL,
2473,2305,10.1007/s00253-016-7880-2,NULL,NULL,NULL,NULL,,
2477,2309,10.1016/j.nbt.2016.10.004,NULL,NULL,NULL,NULL,,
2479,2311,10.1186/s13068-017-07072,Escherichia coli,8.80 g/L,cadaverine,Other,galactose,
2484,2316,10.1186/s12934-016-0623-3,Escherichia coli,51 mg/L,peonidin 3-O-glucoside,Other,NULL,
2488,2320,10.1016/j.bej.2016.09.018,Shimwellia blattae,30 g/L,"1,3-propanediol",Alcohol,glycerol,
50484,2323,10.1016/j.jhazmat.2016.09.068,,,,,glucose,
2491,2323,10.1016/j.jhazmat.2016.09.068,-,-,-,-,,-
6412,2327,10.1186/s12934-016-0620-6,Escherichia coli,236.42mg/L,indole pyruvic acid,Acid,NULL,
2495,2328,10.1021/acssynbio.6b00187,Unspecified,1.31 g/L,violacein,Other,NULL,
2500,2333,10.1590/1678-4324-2016160337,Unspecified,23.24 g/L,lactic acid,Acid,fructose,
2503,2336,10.1159/000455169,Saccharomyces cerevisiae,3.83 g/L,Phenylethanol,Alcohol,L-phenylalanine,
6413,2338,10.1016/j.ymben.2016.10.021,NULL,NULL,NULL,NULL,,
2505,2339,10.1016/j.ymben.2016.12.003,Saccharomyces cerevisiae,100 mg L-1,nerolidol,Isoprenoid,NULL,
6414,2384,10.1080/09593330.2017.1291758,NULL,NULL,NULL,NULL,,
2550,2385,10.1016/B978-0-444-63663-8.00003-3,NULL,NULL,NULL,NULL,,
2563,2399,10.1080/21655979.2016.1270808,NULL,NULL,NULL,NULL,,
2566,2402,10.1080/09593330.2016.1237556,Pediococcus acidilactici,1.06 g L-1,vanillin,Other,ferulic acid,
2569,2405,none,Unspecified,1220 mg/L,aminolevulinic acid,Acid,NULL,
2576,2412,10.1080/07391102.2016.1198721,E. coli,18g/L,"1,4-butanediol",Alcohol,glycerol,
2578,2414,10.1002/jib.392,NULL,NULL,NULL,NULL,,
2579,2415,10.1016/j.micres.2017.04.002,NULL,NULL,NULL,NULL,,
2581,2417,10.18388/abp.2016_1321,NULL,NULL,NULL,NULL,,
2589,2425,10.1111/jam.13336,-,-,-,-,,-
50485,2425,10.1111/jam.13336,NULL,NULL,NULL,NULL,,
2592,2428,10.1111/1751-7915.12484,-,-,-,-,,-
50486,2428,10.1111/1751-7915.12484,,,,,,
2593,2429,10.1021/acssynbio.6b00132,Saccharomyces cerevisiae,3.11 g/L,shikimic acid,Other,xylose,
2594,2430,10.1007/s00253-016-7919-4,Klebsiella pneumoniae,86 g L-1,"1,3-propanediol",Alcohol,NULL,
2595,2431,10.1016/j.jbiosc.2016.07.005,-,-,-,-,,-
50487,2431,10.1016/j.jbiosc.2016.07.005,Synechococcus elongatus,33.1 mg/l,isopropanol,Alcohol,,
2597,2433,10.1016/j.ymben.2016.10.020,Klebsiella pneumoniae,32.2 g L-1,acetoin,Other,glycerol,
2599,2435,10.1016/j.ymben.2016.12.001,-,-,-,-,,-
50488,2435,10.1016/j.ymben.2016.12.001,Synechococcus elongatus,1.22 g/l,"1,3-propanediol",Alcohol,,
2604,2440,10.1007/s00253-016-7770-7,-,-,-,-,,-
50489,2440,10.1007/s00253-016-7770-7,NULL,NULL,NULL,NULL,,
2621,2457,10.1021/acs.jafc.6b03423,Unspecified,38.1 g/L,5-deoxypsicose,Other,glycerol,
2625,2457,10.1021/acs.jafc.6b03423,Unspecified,20.8 g/L,L-fructose,Other,glycerol,
2629,2457,10.1021/acs.jafc.6b03423,Unspecified,10.3 g/L,L-tagatose,Other,glycerol,
2633,2457,10.1021/acs.jafc.6b03423,Unspecified,1.2 g/L,L-sorbose,Other,glycerol,
2637,2457,10.1021/acs.jafc.6b03423,Unspecified,0.95 g/L,L-psicose,Other,glycerol,
2641,2461,10.1186/s13068-016-0680-1,Escherichia coli,10 g/L,butanol,Alcohol,glucose,
2648,2468,10.1016/j.jbiotec.2016.10.013,Saccharomyces cerevisiae,260.2 mg/L,isobutyl acetate,Other,NULL,
2650,2468,10.1016/j.jbiotec.2016.10.013,Saccharomyces cerevisiae,296.1 mg/L,3-methyl-1-butyl acetate,Other,NULL,
2652,2468,10.1016/j.jbiotec.2016.10.013,Saccharomyces cerevisiae,289.6 mg/L,2-methyl-1-butyl acetate,Other,NULL,
2654,2470,10.1038/srep38725,Klebsiella pneumoniae,54.93 g/L,"2,3-butanediol",Alcohol,NULL,
2660,2476,10.1016/j.jarmap.2016.03.002,NULL,NULL,NULL,NULL,,
2665,2481,10.1016/j.meteno.2015.11.001,Escherichia coli,1.1g/L,2-pyrrolidone,Other,L-glutamate,
50490,2489,10.1007/s10529-016-2207-z,Corynebacterium glutamicum,23.8 g/l,shikimic acid,Acid,,
2673,2489,10.1007/s10529-016-2207-z,-,-,-,-,,-
2683,2499,10.1016/j.biortech.2016.09.024,Escherichia coli,1.12 g/L,fatty acid,Acid,lignocellulosic hydrolysate,
2686,2502,10.1002/bit.26038,Lactococcus lactis,5.8g/L,acetoin,Other,NULL,
50491,2503,10.1128/AEM.02178-16,Escherichia coli,30 g/l,mevalonate,Isoprenoid,glucose,
2687,2503,10.1128/AEM.02178-16,-,-,-,-,,-
2692,2508,10.1007/s00253-016-7705-3,S.,84.9 mg/L,nargenicin,Polyketide,glucose and L-proline,
2704,2520,10.3389/fbioe.2016.00090,Pseudomonas putida,1.73 g L-1,hydroxybenzoic acid,Acid,glucose,
2711,2527,10.1186/s12896-016-0313-6,Corynebacterium glutamicum,60.27 g/L,lactic acid,Acid,NULL,
2713,2529,10.1186/s12934-016-0595-3,Synechococcus elongatus,0.63 mg/L,succinate,Acid,NULL,
